Namespace(adv_steps=5, attSize=312, batch_size=64, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='CUB', drop_rate=0.2, epsilon=0.0625, fusion_iter=2, gzsl=True, hfSize=512, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=None, matdataset=True, nclass_all=200, ndh=4096, nepoch=100, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, ntrain_class=150, nz=312, outf='./checkpoint/', outname='cub', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=3, r_weight=1, resSize=2048, save_every=100, standardization=False, start_epoch=0, syn_num=800, triple_batch_size=128, val_every=1, validation=False, workers=2)
Random Seed:  3973
# of training samples:  7057
MLP_G(
  (fc1): Linear(in_features=624, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
robDis(
  (fc1): Linear(in_features=2360, out_features=4096)
  (bin): Linear(in_features=4096, out_features=1)
  (multi): Linear(in_features=4096, out_features=150)
  (relu): ReLU(inplace)
)
EPOCH          |  D_cost  |  G_cost  |  ACC_unseen  |  ACC_seen  |    H    |
[ 15 /100 ]    |  0.9171  |  0.6161  |    0.3963    |   0.5718   | 0.4682  |
[ 16 /100 ]    |  0.8967  |  0.6031  |    0.4270    |   0.5173   | 0.4679  |
[ 17 /100 ]    |  0.9306  |  0.6539  |    0.4028    |   0.5492   | 0.4648  |
[ 18 /100 ]    |  0.9159  |  0.6347  |    0.4047    |   0.5484   | 0.4657  |
[ 19 /100 ]    |  0.8991  |  0.5861  |    0.4257    |   0.5107   | 0.4644  |
[ 20 /100 ]    |  0.9252  |  0.6213  |    0.4236    |   0.5336   | 0.4723  |
[ 21 /100 ]    |  0.8162  |  0.6625  |    0.4248    |   0.5207   | 0.4679  |
[ 22 /100 ]    |  0.8928  |  0.6301  |    0.4151    |   0.5492   | 0.4728  |
[ 23 /100 ]    |  0.8235  |  0.7292  |    0.4190    |   0.5467   | 0.4744  |
[ 24 /100 ]    |  0.9016  |  0.6488  |    0.4035    |   0.5706   | 0.4727  |
[ 25 /100 ]    |  0.8751  |  0.6438  |    0.4155    |   0.5677   | 0.4798  |
[ 26 /100 ]    |  0.8783  |  0.5818  |    0.4309    |   0.5252   | 0.4734  |
[ 27 /100 ]    |  0.8557  |  0.5861  |    0.4287    |   0.5292   | 0.4737  |
[ 28 /100 ]    |  0.9069  |  0.5877  |    0.4100    |   0.5588   | 0.4729  |
[ 29 /100 ]    |  0.9167  |  0.6272  |    0.4093    |   0.5592   | 0.4726  |
[ 30 /100 ]    |  0.8442  |  0.6513  |    0.4124    |   0.5640   | 0.4764  |
[ 31 /100 ]    |  0.8552  |  0.5559  |    0.4227    |   0.5334   | 0.4716  |
[ 32 /100 ]    |  0.8220  |  0.5879  |    0.4244    |   0.5353   | 0.4734  |
[ 33 /100 ]    |  0.8212  |  0.7089  |    0.4110    |   0.5757   | 0.4796  |
[ 34 /100 ]    |  0.8450  |  0.6253  |    0.4094    |   0.5797   | 0.4799  |
[ 35 /100 ]    |  0.8247  |  0.5623  |    0.4184    |   0.5666   | 0.4814  |
[ 36 /100 ]    |  0.8413  |  0.6284  |    0.4171    |   0.5494   | 0.4742  |
[ 37 /100 ]    |  0.8573  |  0.6208  |    0.4430    |   0.5280   | 0.4818  |
[ 38 /100 ]    |  0.8229  |  0.6507  |    0.4293    |   0.5495   | 0.4820  |
[ 39 /100 ]    |  0.7649  |  0.6429  |    0.4111    |   0.5842   | 0.4826  |
[ 40 /100 ]    |  0.7823  |  0.6967  |    0.4226    |   0.5610   | 0.4820  |
[ 41 /100 ]    |  0.8444  |  0.5756  |    0.4283    |   0.5479   | 0.4808  |
[ 42 /100 ]    |  0.8392  |  0.6624  |    0.4089    |   0.5843   | 0.4811  |
[ 43 /100 ]    |  0.8104  |  0.6436  |    0.4289    |   0.5624   | 0.4867  |
[ 44 /100 ]    |  0.8427  |  0.6225  |    0.4466    |   0.5168   | 0.4791  |
[ 45 /100 ]    |  0.8186  |  0.5969  |    0.4042    |   0.5777   | 0.4756  |
[ 46 /100 ]    |  0.7981  |  0.6647  |    0.4123    |   0.5693   | 0.4783  |
[ 47 /100 ]    |  0.8834  |  0.5883  |    0.4177    |   0.5738   | 0.4834  |
[ 48 /100 ]    |  0.7479  |  0.6855  |    0.4277    |   0.5633   | 0.4862  |
[ 49 /100 ]    |  0.7847  |  0.6475  |    0.4614    |   0.5105   | 0.4847  |
[ 50 /100 ]    |  0.8276  |  0.7246  |    0.4163    |   0.5737   | 0.4825  |
[ 51 /100 ]    |  0.7929  |  0.6346  |    0.4219    |   0.5878   | 0.4912  |
[ 52 /100 ]    |  0.8359  |  0.6735  |    0.4478    |   0.5362   | 0.4880  |
[ 53 /100 ]    |  0.8230  |  0.5855  |    0.4273    |   0.5531   | 0.4821  |
[ 54 /100 ]    |  0.8425  |  0.6277  |    0.4418    |   0.5436   | 0.4875  |
[ 55 /100 ]    |  0.8476  |  0.5074  |    0.4135    |   0.5839   | 0.4841  |
[ 56 /100 ]    |  0.7352  |  0.6842  |    0.4296    |   0.5520   | 0.4832  |
[ 57 /100 ]    |  0.7878  |  0.7597  |    0.4202    |   0.5595   | 0.4799  |
[ 58 /100 ]    |  0.8006  |  0.7082  |    0.4435    |   0.5274   | 0.4818  |
[ 59 /100 ]    |  0.8395  |  0.7170  |    0.4386    |   0.5325   | 0.4810  |
[ 60 /100 ]    |  0.8074  |  0.6676  |    0.4250    |   0.5673   | 0.4859  |
[ 61 /100 ]    |  0.7828  |  0.6345  |    0.4192    |   0.5509   | 0.4761  |
[ 62 /100 ]    |  0.7983  |  0.7589  |    0.4242    |   0.5742   | 0.4880  |
[ 63 /100 ]    |  0.7853  |  0.6763  |    0.4332    |   0.5476   | 0.4837  |
[ 64 /100 ]    |  0.8922  |  0.5450  |    0.4393    |   0.5324   | 0.4814  |
[ 65 /100 ]    |  0.7556  |  0.7721  |    0.4152    |   0.5619   | 0.4775  |
[ 66 /100 ]    |  0.8637  |  0.7256  |    0.4397    |   0.5330   | 0.4819  |
[ 67 /100 ]    |  0.7719  |  0.6285  |    0.4387    |   0.5335   | 0.4815  |
[ 68 /100 ]    |  0.8611  |  0.5593  |    0.4113    |   0.5682   | 0.4772  |
[ 69 /100 ]    |  0.8571  |  0.5950  |    0.4400    |   0.5324   | 0.4818  |
[ 70 /100 ]    |  0.7590  |  0.6321  |    0.4305    |   0.5418   | 0.4798  |
[ 71 /100 ]    |  0.8501  |  0.5943  |    0.4388    |   0.5327   | 0.4812  |
[ 72 /100 ]    |  0.8388  |  0.7645  |    0.4189    |   0.5765   | 0.4852  |
[ 73 /100 ]    |  0.8096  |  0.6813  |    0.4535    |   0.5148   | 0.4822  |
[ 74 /100 ]    |  0.8647  |  0.6448  |    0.4403    |   0.5251   | 0.4790  |
[ 75 /100 ]    |  0.8920  |  0.6809  |    0.4519    |   0.5282   | 0.4871  |
[ 76 /100 ]    |  0.8083  |  0.6479  |    0.4281    |   0.5388   | 0.4771  |
[ 77 /100 ]    |  0.7580  |  0.7267  |    0.4218    |   0.5692   | 0.4846  |
[ 78 /100 ]    |  0.8029  |  0.7912  |    0.4323    |   0.5394   | 0.4799  |
[ 79 /100 ]    |  0.8420  |  0.5871  |    0.4259    |   0.5572   | 0.4828  |
[ 80 /100 ]    |  0.8320  |  0.7233  |    0.4319    |   0.5372   | 0.4789  |
[ 81 /100 ]    |  0.7882  |  0.7000  |    0.4203    |   0.5575   | 0.4793  |
[ 82 /100 ]    |  0.8408  |  0.7622  |    0.4212    |   0.5592   | 0.4805  |
[ 83 /100 ]    |  0.7847  |  0.7237  |    0.4216    |   0.5495   | 0.4771  |
[ 84 /100 ]    |  0.8462  |  0.6233  |    0.4244    |   0.5637   | 0.4843  |
[ 85 /100 ]    |  0.8149  |  0.6852  |    0.4171    |   0.5805   | 0.4854  |
[ 86 /100 ]    |  0.8694  |  0.7385  |    0.4488    |   0.5331   | 0.4873  |
[ 87 /100 ]    |  0.8103  |  0.5420  |    0.4476    |   0.5313   | 0.4859  |
[ 88 /100 ]    |  0.7702  |  0.6811  |    0.4304    |   0.5409   | 0.4793  |
[ 89 /100 ]    |  0.8439  |  0.5991  |    0.4173    |   0.5678   | 0.4810  |
[ 90 /100 ]    |  0.8910  |  0.6367  |    0.4155    |   0.5604   | 0.4772  |
[ 91 /100 ]    |  0.8092  |  0.6481  |    0.4273    |   0.5579   | 0.4840  |
[ 92 /100 ]    |  0.8291  |  0.7095  |    0.4351    |   0.5325   | 0.4789  |
[ 93 /100 ]    |  0.9494  |  0.4633  |    0.4487    |   0.5319   | 0.4868  |
[ 94 /100 ]    |  0.8093  |  0.7387  |    0.4305    |   0.5485   | 0.4824  |
[ 95 /100 ]    |  0.8383  |  0.7947  |    0.4518    |   0.5199   | 0.4835  |
[ 96 /100 ]    |  0.8120  |  0.7364  |    0.4543    |   0.5105   | 0.4808  |
[ 97 /100 ]    |  0.7719  |  0.5986  |    0.4266    |   0.5436   | 0.4780  |
[ 98 /100 ]    |  0.8668  |  0.5783  |    0.4165    |   0.5673   | 0.4803  |
[ 99 /100 ]    |  0.7891  |  0.6318  |    0.4090    |   0.5806   | 0.4799  |
[100 /100 ]    |  0.8008  |  0.5706  |    0.4239    |   0.5610   | 0.4829  |
max H: 0.491218 in epoch: 51
